City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
232,Santa Rosa,PH,2021-03-27 22:56:46,14.3122,121.1114,82.99,78,20,1.14,few clouds
233,Tefe,BR,2021-03-27 22:57:04,-3.3542,-64.7114,77.0,88,90,4.61,light rain
234,Dunda,TZ,2021-03-27 22:57:05,-8.1167,34.25,63.0,93,100,0.89,overcast clouds
235,Geraldton,AU,2021-03-27 22:57:05,-28.7667,114.6,59.0,82,5,5.75,clear sky
236,San,ML,2021-03-27 22:56:06,13.3034,-4.8956,89.22,10,12,15.77,few clouds
237,Rio Grande,BR,2021-03-27 22:56:04,-32.035,-52.0986,72.0,94,100,3.96,light rain
238,Tabuk,PH,2021-03-27 22:55:19,17.4189,121.4443,74.14,87,35,3.38,scattered clouds
239,Quatre Cocos,MU,2021-03-27 22:57:06,-20.2078,57.7625,77.0,88,75,5.75,broken clouds
240,Yulara,AU,2021-03-27 22:57:06,-25.2406,130.9889,73.4,73,100,5.75,overcast clouds
241,Hatillo,PR,2021-03-27 22:57:07,18.4863,-66.8254,78.8,69,75,19.57,broken clouds
242,Porteirinha,BR,2021-03-27 22:57:07,-15.7433,-43.0283,74.79,41,2,7.49,clear sky
243,Colares,PT,2021-03-27 22:57:07,38.7992,-9.4469,62.01,58,0,6.91,clear sky
244,Finschhafen,PG,2021-03-27 22:57:08,-6.6024,147.8681,83.34,73,99,10.85,heavy intensity rain
245,Chopda,IN,2021-03-27 22:54:07,21.25,75.3,82.08,15,0,3.36,clear sky
246,Bathsheba,BB,2021-03-27 22:57:08,13.2167,-59.5167,78.8,61,40,21.85,scattered clouds
247,Evensk,RU,2021-03-27 22:57:09,61.95,159.2333,4.62,78,7,7.14,clear sky
248,Bikin,RU,2021-03-27 22:57:09,46.8161,134.26,38.01,98,99,3.2,overcast clouds
249,Kedrovyy,RU,2021-03-27 22:57:10,56.1667,91.8167,26.6,74,0,2.82,light snow
250,Serik,TR,2021-03-27 22:57:10,36.9169,31.0989,51.01,66,0,3.44,clear sky
251,Seoul,KR,2021-03-27 22:57:10,37.5683,126.9778,48.2,93,90,13.8,light rain
252,Sorong,ID,2021-03-27 22:57:11,-0.8833,131.25,78.73,86,100,8.77,overcast clouds
253,Kamina,CD,2021-03-27 22:57:11,-8.7386,24.9906,62.44,97,18,1.07,few clouds
254,Kyren,RU,2021-03-27 22:57:11,51.6828,102.1408,16.95,76,13,3.0,few clouds
255,Meulaboh,ID,2021-03-27 22:57:12,4.1363,96.1285,75.88,90,82,6.08,broken clouds
256,Teghra,IN,2021-03-27 22:57:12,25.4833,85.95,72.19,15,0,1.95,clear sky
257,Kulhudhuffushi,MV,2021-03-27 22:57:12,6.6221,73.07,83.43,72,94,10.94,overcast clouds
258,Suamico,US,2021-03-27 22:57:13,44.6319,-88.0393,39.2,87,90,5.75,overcast clouds
259,Bengesti,RO,2021-03-27 22:57:13,45.0667,23.6,44.33,64,89,2.64,overcast clouds
260,Pimentel,PE,2021-03-27 22:57:14,-6.8367,-79.9342,78.8,57,0,21.85,clear sky
261,Salalah,OM,2021-03-27 22:56:54,17.0151,54.0924,77.0,50,0,4.61,clear sky
262,Lavrentiya,RU,2021-03-27 22:57:14,65.5833,-171.0,-2.42,84,13,3.94,few clouds
263,Isangel,VU,2021-03-27 22:57:15,-19.55,169.2667,83.01,71,5,7.38,clear sky
264,Svarstad,NO,2021-03-27 22:57:15,59.399,9.9698,30.99,1,2,4.03,clear sky
265,Biak,ID,2021-03-27 22:57:15,-0.9131,122.8766,77.47,80,100,3.18,overcast clouds
266,Biloela,AU,2021-03-27 22:57:16,-24.4167,150.5,78.67,54,6,2.42,clear sky
267,Lalsk,RU,2021-03-27 22:57:16,60.7415,47.5862,11.46,97,46,0.76,scattered clouds
268,Vila,PT,2021-03-27 22:57:17,42.0304,-8.1588,48.99,70,0,3.0,clear sky
269,Moron,AR,2021-03-27 22:57:17,-34.6534,-58.6198,69.01,83,93,1.99,light rain
270,General Roca,AR,2021-03-27 22:57:17,-39.0333,-67.5833,75.2,14,0,5.75,clear sky
271,Coquimbo,CL,2021-03-27 22:54:15,-29.9533,-71.3436,60.8,77,0,12.66,clear sky
272,Guerrero Negro,MX,2021-03-27 22:55:54,27.9769,-114.0611,70.12,38,0,16.26,clear sky
273,Souillac,MU,2021-03-27 22:57:18,-20.5167,57.5167,75.2,88,75,5.75,broken clouds
274,Lata,PT,2021-03-27 22:57:18,40.1629,-8.3327,57.0,84,19,1.01,few clouds
275,Pingliang,CN,2021-03-27 22:57:19,35.5392,106.6861,49.41,29,0,3.78,clear sky
276,San Jose De Rio Tinto,HN,2021-03-27 22:57:19,14.9333,-85.7,80.6,69,40,4.05,scattered clouds
277,Tessalit,ML,2021-03-27 22:57:19,20.1986,1.0114,70.56,9,0,16.11,clear sky
278,Ketchikan,US,2021-03-27 22:57:20,55.3422,-131.6461,42.8,100,90,13.8,light rain
279,Nalut,LY,2021-03-27 22:57:20,30.3333,10.85,61.23,22,91,8.48,overcast clouds
280,Saldanha,ZA,2021-03-27 22:57:21,-33.0117,17.9442,57.2,77,0,3.44,clear sky
281,Canutama,BR,2021-03-27 22:57:21,-6.5339,-64.3831,73.53,98,92,2.59,moderate rain
282,Santo Angelo,BR,2021-03-27 22:57:21,-28.2992,-54.2631,68.0,97,100,7.23,moderate rain
283,Pacific Grove,US,2021-03-27 22:54:05,36.6177,-121.9166,68.0,49,1,5.75,clear sky
284,Kavaratti,IN,2021-03-27 22:57:22,10.5669,72.642,82.51,78,100,3.18,overcast clouds
285,Kutum,SD,2021-03-27 22:52:56,14.2,24.6667,65.46,19,3,16.96,clear sky
286,Havoysund,NO,2021-03-27 22:57:23,70.9963,24.6622,37.4,81,90,2.3,light rain
287,Carnarvon,AU,2021-03-27 22:57:23,-24.8667,113.6333,71.6,88,0,5.5,clear sky
288,Boyolangu,ID,2021-03-27 22:57:23,-8.1181,111.8935,75.36,91,98,3.0,overcast clouds
289,Te Anau,NZ,2021-03-27 22:57:24,-45.4167,167.7167,58.06,96,100,1.5,overcast clouds
290,Tezu,IN,2021-03-27 22:57:24,27.9167,96.1667,68.18,24,0,4.03,clear sky
291,La Ronge,CA,2021-03-27 22:57:25,55.1001,-105.2842,28.4,50,95,5.75,overcast clouds
292,Taiyuan,CN,2021-03-27 22:57:00,37.8694,112.5603,51.8,58,44,6.71,haze
293,Broken Hill,AU,2021-03-27 22:55:42,-31.95,141.4333,59.0,63,10,11.5,clear sky
294,Hasaki,JP,2021-03-27 22:57:26,35.7333,140.8333,61.0,72,75,12.66,broken clouds
295,Buraydah,SA,2021-03-27 22:57:26,26.326,43.975,60.8,48,0,11.5,clear sky
296,Fairbanks,US,2021-03-27 22:55:05,64.8378,-147.7164,28.0,86,90,4.61,light snow
297,Panama City,PA,2021-03-27 22:57:27,8.9936,-79.5197,89.6,55,20,17.27,few clouds
298,Montpelier,US,2021-03-27 22:57:27,44.2601,-72.5754,48.2,49,1,4.61,clear sky
299,Omboue,GA,2021-03-27 22:57:17,-1.5746,9.2618,78.85,86,82,4.83,broken clouds
300,Teya,RU,2021-03-27 22:57:27,60.3778,92.6267,17.33,98,97,4.0,overcast clouds
301,Kavieng,PG,2021-03-27 22:57:28,-2.5744,150.7967,84.0,72,100,15.39,overcast clouds
302,Saint-Joseph,RE,2021-03-27 22:57:29,-21.3667,55.6167,77.0,78,0,5.75,clear sky
303,Chumikan,RU,2021-03-27 22:57:29,54.7183,135.315,15.55,90,87,3.33,overcast clouds
304,Hervey Bay,AU,2021-03-27 22:55:07,-25.2986,152.8535,78.01,72,0,1.01,clear sky
305,Astara,AZ,2021-03-27 22:57:30,38.5,48.6667,42.8,87,90,1.68,overcast clouds
306,Provideniya,RU,2021-03-27 22:57:30,64.3833,-173.3,2.1,93,100,4.7,overcast clouds
307,Yarada,IN,2021-03-27 22:57:30,17.65,83.2667,79.59,73,47,6.51,scattered clouds
308,Blackwater,AU,2021-03-27 22:57:31,-23.5833,148.8833,79.47,52,10,7.61,clear sky
309,Pisco,PE,2021-03-27 22:57:31,-13.7,-76.2167,73.4,64,0,10.36,clear sky
310,Talnakh,RU,2021-03-27 22:57:31,69.4865,88.3972,-3.12,99,71,1.36,broken clouds
311,Victoria,HK,2021-03-27 22:54:29,22.2855,114.1577,73.99,86,11,4.36,few clouds
312,Saint-Philippe,RE,2021-03-27 22:57:32,-21.3585,55.7679,77.0,78,0,5.75,clear sky
313,Taksimo,RU,2021-03-27 22:57:33,56.3444,114.8794,9.97,86,14,3.06,few clouds
314,Sao Filipe,CV,2021-03-27 22:57:33,14.8961,-24.4956,70.36,72,2,20.18,clear sky
315,Kieta,PG,2021-03-27 22:57:34,-6.2167,155.6333,83.77,72,94,6.55,light rain
316,Sao Felix Do Xingu,BR,2021-03-27 22:57:34,-6.6447,-51.995,72.46,95,46,0.96,scattered clouds
317,Mana,GF,2021-03-27 22:57:35,5.6592,-53.7767,76.8,88,80,10.58,light rain
318,Les Cayes,HT,2021-03-27 22:57:35,18.2,-73.75,78.37,71,31,5.91,scattered clouds
319,Ballina,AU,2021-03-27 22:57:35,-28.8667,153.5667,73.99,64,0,6.91,clear sky
320,Arraial Do Cabo,BR,2021-03-27 22:55:33,-22.9661,-42.0278,80.6,69,0,10.36,clear sky
321,Port Macquarie,AU,2021-03-27 22:55:21,-31.4333,152.9167,73.0,70,4,1.99,clear sky
322,Ayan,RU,2021-03-27 22:57:36,56.45,138.1667,14.94,85,99,1.74,overcast clouds
323,Koster,ZA,2021-03-27 22:57:37,-25.863,26.8976,62.44,43,87,5.86,overcast clouds
324,Peace River,CA,2021-03-27 22:55:26,56.2501,-117.286,41.0,65,90,9.22,overcast clouds
325,Kolokani,ML,2021-03-27 22:54:02,13.5728,-8.0339,82.53,10,9,7.9,clear sky
326,Aksarka,RU,2021-03-27 22:57:38,66.5606,67.7975,1.04,96,78,6.62,broken clouds
327,Amvrosiyivka,UA,2021-03-27 22:57:38,47.7935,38.4777,39.15,92,99,4.94,overcast clouds
328,Launceston,AU,2021-03-27 22:57:39,-41.45,147.1667,57.0,76,39,14.97,scattered clouds
329,Impfondo,CG,2021-03-27 22:56:14,1.6381,18.0667,74.23,74,8,0.81,clear sky
330,Campbell River,CA,2021-03-27 22:55:58,50.0163,-125.2446,46.99,87,90,8.05,overcast clouds
331,Kitimat,CA,2021-03-27 22:52:46,54.0524,-128.6534,34.0,95,100,1.01,moderate rain
332,Grand Gaube,MU,2021-03-27 22:56:49,-20.0064,57.6608,77.0,83,92,1.99,overcast clouds
333,Thinadhoo,MV,2021-03-27 22:57:40,0.5333,72.9333,81.91,77,100,12.73,overcast clouds
334,Codrington,AU,2021-03-27 22:57:41,-38.2667,141.9667,60.76,69,67,8.3,broken clouds
335,Cidreira,BR,2021-03-27 22:57:42,-30.1811,-50.2056,73.78,86,100,5.14,light rain
336,Syracuse,IT,2021-03-27 22:54:33,37.0881,15.2792,53.6,76,0,3.44,clear sky
337,Ojinaga,MX,2021-03-27 22:57:42,29.5667,-104.4167,80.6,7,1,5.75,clear sky
338,Shu,KZ,2021-03-27 22:57:43,43.5983,73.7614,51.37,86,97,7.92,overcast clouds
339,Chapais,CA,2021-03-27 22:57:43,49.7834,-74.8492,39.2,38,75,5.75,broken clouds
340,Iberia,US,2021-03-27 22:57:43,29.9502,-91.7507,80.01,83,90,19.57,overcast clouds
341,La Asuncion,VE,2021-03-27 22:57:44,11.0333,-63.8628,76.33,84,100,16.62,overcast clouds
342,Almaznyy,RU,2021-03-27 22:56:54,48.0448,40.045,41.0,81,40,6.71,light rain
343,Bengkulu,ID,2021-03-27 22:57:44,-3.8004,102.2655,74.98,85,100,4.23,overcast clouds
344,Yazman,PK,2021-03-27 22:57:45,29.1212,71.7446,83.91,14,0,7.27,clear sky
345,Shenjiamen,CN,2021-03-27 22:57:45,29.9576,122.298,55.99,96,100,5.23,overcast clouds
346,Kisangani,CD,2021-03-27 22:56:44,0.5167,25.2,70.52,84,76,1.59,broken clouds
347,Iralaya,HN,2021-03-27 22:53:24,15.0,-83.2333,84.2,70,40,5.75,scattered clouds
348,Russkiy Kameshkir,RU,2021-03-27 22:57:46,52.8589,46.0892,30.99,92,100,9.13,overcast clouds
349,Bozeman,US,2021-03-27 22:57:46,45.6796,-111.0386,55.99,28,90,14.97,overcast clouds
350,Independencia,BR,2021-03-27 22:57:47,-5.3964,-40.3086,71.92,91,92,4.12,moderate rain
351,Vila Franca Do Campo,PT,2021-03-27 22:57:47,37.7167,-25.4333,53.6,82,20,6.91,few clouds
352,Nantucket,US,2021-03-27 22:57:47,41.2835,-70.0995,42.01,86,50,13.69,scattered clouds
353,Jaciara,BR,2021-03-27 22:57:48,-15.9653,-54.9683,78.46,62,60,2.35,broken clouds
354,Ashti,IN,2021-03-27 22:57:48,19.3833,76.2333,79.88,16,0,4.21,clear sky
355,Mar Del Plata,AR,2021-03-27 22:57:48,-38.0023,-57.5575,61.0,94,90,25.32,light rain
356,Zhezkazgan,KZ,2021-03-27 22:57:49,47.8043,67.7144,33.01,93,100,13.15,overcast clouds
357,Puerto Del Rosario,ES,2021-03-27 22:56:23,28.5004,-13.8627,66.2,77,20,6.91,few clouds
358,Lebu,CL,2021-03-27 22:56:18,-37.6167,-73.65,56.59,86,14,18.95,few clouds
359,Atar,MR,2021-03-27 22:57:50,20.5169,-13.0499,79.45,19,1,5.26,clear sky
360,Sayyan,YE,2021-03-27 22:57:50,15.1718,44.3244,53.35,25,51,3.47,broken clouds
361,Tokur,RU,2021-03-27 22:57:50,53.1333,132.9,22.55,93,96,1.88,overcast clouds
362,Dunedin,NZ,2021-03-27 22:57:38,-45.8742,170.5036,63.0,79,94,8.99,overcast clouds
363,Sao Jose Da Coroa Grande,BR,2021-03-27 22:57:51,-8.8978,-35.1478,77.04,85,94,5.75,overcast clouds
364,Asau,RO,2021-03-27 22:55:45,46.4333,26.4,39.99,49,22,5.73,light rain
365,Faanui,PF,2021-03-27 22:57:51,-16.4833,-151.75,82.54,73,33,20.47,light rain
366,Manggar,ID,2021-03-27 22:57:28,-2.8833,108.2667,78.6,83,69,3.74,broken clouds
367,Kruisfontein,ZA,2021-03-27 22:55:26,-34.0033,24.7314,60.01,76,4,1.01,clear sky
368,Holme,DK,2021-03-27 22:57:52,56.1138,10.1725,41.0,87,75,8.05,broken clouds
369,Abyek,IR,2021-03-27 22:57:52,36.0667,50.55,42.8,36,0,18.41,clear sky
370,Whitehorse,CA,2021-03-27 22:53:21,60.7161,-135.0538,30.2,59,90,8.05,light snow
371,Port Augusta,AU,2021-03-27 22:57:53,-32.5,137.7667,64.99,88,6,9.78,clear sky
372,Liverpool,GB,2021-03-27 22:57:09,53.4106,-2.9779,51.8,71,90,12.66,overcast clouds
373,Emba,KZ,2021-03-27 22:57:54,48.8264,58.1442,12.9,96,45,3.44,scattered clouds
374,Sibolga,ID,2021-03-27 22:57:54,1.7427,98.7792,76.03,86,84,2.98,broken clouds
375,Vanimo,PG,2021-03-27 22:57:54,-2.6741,141.3028,80.15,84,100,4.43,overcast clouds
376,Kalmunai,LK,2021-03-27 22:56:26,7.4167,81.8167,78.04,80,85,1.36,overcast clouds
377,Lannion,FR,2021-03-27 22:57:55,48.75,-3.4167,42.8,87,0,5.75,clear sky
378,Aberdeen,GB,2021-03-27 22:55:08,57.1437,-2.0981,44.6,81,75,23.02,broken clouds
379,Acapulco,MX,2021-03-27 22:54:39,16.8634,-99.8901,84.2,61,1,8.05,clear sky
380,Tymovskoye,RU,2021-03-27 22:57:56,50.8456,142.655,27.61,85,83,5.19,broken clouds
381,Obihiro,JP,2021-03-27 22:56:22,42.9172,143.2044,33.8,69,75,1.14,broken clouds
382,Carbonia,IT,2021-03-27 22:57:56,39.1672,8.5222,53.6,87,0,1.14,clear sky
383,Nortelandia,BR,2021-03-27 22:57:57,-14.4547,-56.8028,75.9,78,5,2.73,clear sky
384,Benicarlo,ES,2021-03-27 22:57:57,40.4165,0.4271,43.0,82,93,1.19,overcast clouds
385,Chilca,PE,2021-03-27 22:57:57,-12.5211,-76.7372,73.4,68,0,9.22,clear sky
386,College,US,2021-03-27 22:57:58,64.8569,-147.8028,26.6,68,90,6.91,snow
387,Puerto Baquerizo Moreno,EC,2021-03-27 22:57:58,-0.9,-89.6,84.2,74,20,6.91,few clouds
388,Inirida,CO,2021-03-27 22:57:59,3.8653,-67.9239,75.6,94,71,2.21,broken clouds
389,Valleyview,CA,2021-03-27 22:57:59,55.0667,-117.2859,44.6,53,100,9.22,overcast clouds
390,Porto Novo,BJ,2021-03-27 22:54:17,6.4965,2.6036,84.2,79,20,10.36,few clouds
391,Morgaushi,RU,2021-03-27 22:57:59,55.9643,46.7743,33.8,60,0,8.95,clear sky
392,Tautira,PF,2021-03-27 22:58:00,-17.7333,-149.15,87.8,58,20,10.36,light rain
393,Saskylakh,RU,2021-03-27 22:58:00,71.9167,114.0833,-14.01,100,100,0.81,overcast clouds
394,Dan Khun Thot,TH,2021-03-27 22:58:01,15.2085,101.7714,84.0,100,92,7.36,overcast clouds
395,Zachary,US,2021-03-27 22:53:09,30.6485,-91.1565,84.0,57,75,18.41,broken clouds
396,Altay,CN,2021-03-27 22:58:01,47.8667,88.1167,30.07,64,21,6.89,few clouds
397,Ancud,CL,2021-03-27 22:58:02,-41.8697,-73.8203,59.0,72,0,5.75,clear sky
398,Slave Lake,CA,2021-03-27 22:58:02,55.2834,-114.769,44.6,57,90,5.75,overcast clouds
399,Djambala,CG,2021-03-27 22:58:03,-2.5447,14.7533,69.31,82,88,0.56,overcast clouds
400,Kushmurun,KZ,2021-03-27 22:58:03,52.4503,64.6311,28.89,97,99,7.52,overcast clouds
401,Isilkul,RU,2021-03-27 22:58:04,54.9109,71.2728,22.41,97,99,3.98,overcast clouds
402,Ayagoz,KZ,2021-03-27 22:58:04,47.9714,80.4392,34.43,99,100,2.8,snow
403,Mangrol,IN,2021-03-27 22:58:05,21.1167,70.1167,78.12,56,28,10.74,scattered clouds
404,Vardo,NO,2021-03-27 22:58:06,70.3705,31.1107,36.86,94,100,20.51,overcast clouds
405,Kodinsk,RU,2021-03-27 22:58:06,58.6881,99.1844,21.15,97,100,2.91,light snow
406,Kamsack,CA,2021-03-27 22:58:06,51.5667,-101.9009,33.8,55,1,13.8,clear sky
407,Muros,ES,2021-03-27 22:58:07,42.7762,-9.0603,48.99,86,0,7.0,clear sky
408,San Carlos De Bariloche,AR,2021-03-27 22:56:11,-41.1456,-71.3082,69.8,13,0,9.22,clear sky
409,Aracataca,CO,2021-03-27 22:58:07,10.5918,-74.1898,93.0,50,77,5.08,broken clouds
410,Matay,EG,2021-03-27 22:58:07,28.419,30.7792,54.27,56,0,17.25,clear sky
411,Sikasso,ML,2021-03-27 22:58:08,10.9167,-7.0,84.69,14,15,4.07,few clouds
412,Flin Flon,CA,2021-03-27 22:58:08,54.7682,-101.865,28.4,37,20,11.5,few clouds
413,Batagay,RU,2021-03-27 22:58:09,67.6333,134.6333,8.8,92,100,1.7,overcast clouds
414,Celano,IT,2021-03-27 22:58:09,42.0855,13.5398,45.0,79,41,5.99,scattered clouds
415,Pouembout,NC,2021-03-27 22:58:10,-21.1333,164.9,87.26,56,0,2.51,clear sky
416,Leon,MX,2021-03-27 22:57:04,21.1167,-101.6667,86.0,9,40,5.75,scattered clouds
417,Aranos,NA,2021-03-27 22:58:10,-24.1333,19.1167,67.98,41,0,10.58,clear sky
418,San Miguelito,PA,2021-03-27 22:58:10,9.0333,-79.5,89.6,55,20,17.27,few clouds
419,Yenotayevka,RU,2021-03-27 22:58:11,47.2456,47.0281,37.0,85,100,11.01,overcast clouds
420,Woodward,US,2021-03-27 22:58:11,36.4337,-99.3904,66.0,29,40,21.85,scattered clouds
421,Ilheus,BR,2021-03-27 22:58:12,-14.7889,-39.0494,80.6,74,20,4.61,few clouds
422,Mancio Lima,BR,2021-03-27 22:58:12,-7.6142,-72.8958,78.8,94,75,3.44,broken clouds
423,Dzhebariki-Khaya,RU,2021-03-27 22:58:12,62.2167,135.8,20.77,94,100,0.22,light snow
424,Manta,EC,2021-03-27 22:58:13,-0.95,-80.7333,84.2,70,20,6.91,few clouds
425,Villacarrillo,ES,2021-03-27 22:58:13,38.1156,-3.0848,50.13,65,15,4.52,few clouds
426,Shimoda,JP,2021-03-27 22:58:14,34.6667,138.95,61.0,56,100,1.99,light rain
427,Nampula,MZ,2021-03-27 22:55:15,-15.1165,39.2666,73.4,94,20,3.44,few clouds
428,Christchurch,NZ,2021-03-27 22:55:00,-43.5333,172.6333,75.2,53,20,6.91,few clouds
429,Saint-Michel-Des-Saints,CA,2021-03-27 22:58:14,46.6834,-73.9159,34.0,94,100,5.82,overcast clouds
430,Ende,ID,2021-03-27 22:58:15,-8.8432,121.6623,79.9,86,88,1.68,overcast clouds
431,Marawi,PH,2021-03-27 22:58:15,7.9986,124.2928,75.0,89,72,4.0,broken clouds
432,Catia La Mar,VE,2021-03-27 22:58:15,10.6038,-67.0303,82.4,78,75,2.3,broken clouds
433,Naryan-Mar,RU,2021-03-27 22:58:16,67.6713,53.087,20.91,89,64,10.92,broken clouds
434,Roma,US,2021-03-27 22:58:16,43.2128,-75.4557,48.99,57,1,4.61,clear sky
435,Uglegorsk,RU,2021-03-27 22:58:17,49.0833,142.0333,33.06,81,100,5.66,overcast clouds
436,Brewster,US,2021-03-27 22:58:17,41.3973,-73.6171,62.6,42,1,3.44,clear sky
437,Shieli,KZ,2021-03-27 22:58:18,44.1667,66.75,46.24,66,74,7.9,broken clouds
438,Ramhormoz,IR,2021-03-27 22:58:18,31.28,49.6035,58.1,20,1,12.5,clear sky
439,Tutoia,BR,2021-03-27 22:58:18,-2.7619,-42.2744,76.57,87,99,10.4,overcast clouds
440,Rondonopolis,BR,2021-03-27 22:58:19,-16.4708,-54.6356,80.44,52,29,2.35,scattered clouds
441,Labis,MY,2021-03-27 22:58:19,2.385,103.021,73.27,96,65,0.65,broken clouds
442,Cartagena Del Chaira,CO,2021-03-27 22:58:19,1.3349,-74.8429,76.69,87,66,4.07,broken clouds
443,Linhares,BR,2021-03-27 22:54:37,-19.3911,-40.0722,74.57,86,57,3.44,broken clouds
444,Faya,SA,2021-03-27 22:58:20,18.3851,42.4509,60.8,54,0,2.51,clear sky
445,Zhuanghe,CN,2021-03-27 22:58:20,39.7008,122.9911,46.99,90,45,3.0,scattered clouds
446,Pathein,MM,2021-03-27 22:58:21,16.7833,94.7333,75.65,79,83,6.42,broken clouds
447,Jacareacanga,BR,2021-03-27 22:58:21,-6.2222,-57.7528,74.25,96,78,0.56,broken clouds
448,Clearwater,US,2021-03-27 22:53:34,27.9659,-82.8001,82.0,57,1,9.22,clear sky
449,Zhanaozen,KZ,2021-03-27 22:58:22,43.3,52.8,36.63,79,26,11.63,scattered clouds
450,Mogadishu,SO,2021-03-27 22:53:27,2.0371,45.3438,80.28,82,97,13.89,overcast clouds
451,Kahului,US,2021-03-27 22:58:22,20.8947,-156.47,82.4,61,40,19.57,scattered clouds
452,Kampot,KH,2021-03-27 22:58:23,10.6167,104.1833,82.4,74,20,3.44,few clouds
453,Avera,US,2021-03-27 22:58:23,33.194,-82.5271,82.4,61,40,6.91,scattered clouds
454,Poum,NC,2021-03-27 22:58:24,-20.2333,164.0167,81.16,72,3,8.05,clear sky
455,Goderich,CA,2021-03-27 22:53:34,43.7501,-81.7165,41.0,81,100,5.75,overcast clouds
456,Nizwa,OM,2021-03-27 22:58:24,22.9333,57.5333,76.41,33,16,2.04,few clouds
457,Tres Arroyos,AR,2021-03-27 22:58:25,-38.3739,-60.2798,56.3,76,36,9.62,scattered clouds
458,Lichuan,CN,2021-03-27 22:58:25,30.3,108.85,45.95,89,0,0.67,clear sky
459,Nouadhibou,MR,2021-03-27 22:55:12,20.931,-17.0347,64.4,88,0,16.11,clear sky
460,Kapitanivka,UA,2021-03-27 22:58:26,48.9172,31.7167,42.94,75,96,4.63,overcast clouds
461,Korgen,NO,2021-03-27 22:58:26,66.0771,13.8153,37.0,92,100,7.96,overcast clouds
462,Veraval,IN,2021-03-27 22:58:26,20.9,70.3667,78.64,52,18,12.33,few clouds
463,Astana,KZ,2021-03-27 22:58:27,51.1801,71.446,33.8,93,90,15.66,light rain and snow
464,Burnie,AU,2021-03-27 22:58:27,-41.0667,145.9167,58.26,71,29,10.56,scattered clouds
465,Beberibe,BR,2021-03-27 22:58:28,-4.1797,-38.1306,78.01,88,75,4.61,broken clouds
466,Sisophon,KH,2021-03-27 22:58:28,13.5859,102.9737,80.02,81,100,5.7,overcast clouds
